guid,sentence,translation,freq ranks,audio,tags
K4X.MwUKyD,Tom åbnede køleskabet og tog mælken ud.,Tom opened the fridge and took out the milk.,[ 80 416 3000+ 16 55 3000+ 58 ], [sound:googletts-320ba1c6-400ff18e-04c43926-b4e6e060-f416b3e9.mp3],CardType::Sentence
C(w;Qyk[.k,Jeg var kun en 7-årig pige dengang.,I was only a seven-year-old girl at that time.,[ 11 18 85 2 3000+ 481 3000+ ], [sound:googletts-6c881e6c-c275df7c-e201ea5d-ad508203-3f0227b6.mp3],CardType::Sentence
B/Ts.[w6[M,Tom og Mary holdt deres ægteskab hemmeligt.,Tom and Mary kept their marriage a secret.,[ 80 16 75 206 193 3000+ 3000+ ], [sound:googletts-ffc31f83-07b1c368-f738f543-44d6224d-ae19eece.mp3],CardType::Sentence
yGUgZNp]2c,Stop! Der er en hjort på vejen.,Stop! There's a deer on the road.,[ 3000+ 28 1 2 3000+ 9 528 ], [sound:googletts-f92126f2-0c9daa0c-f795779b-1f93ed7a-ae350a05.mp3],CardType::Sentence
wdx{#mr#3s,Vi er altid gået i modsatte retninger.,We always went in opposite directions.,[ 46 1 94 348 4 3000+ 3000+ ], [sound:googletts-773253fb-56bb9967-dafc8032-811252e5-3dde8180.mp3],CardType::Sentence
Oiuf&5W#sq,Tom blev paf da han hørte nyheden.,Tom was flabbergasted when he heard the news.,[ 80 35 3000+ 95 23 252 3000+ ], [sound:googletts-23c37e4b-bba505df-f6dc9266-5e0c6ce6-e8cd7871.mp3],CardType::Sentence
"Lj^P9m*7@,",Posthuset ligger lige ved siden af banken.,The post office is just next to the bank.,[ 3000+ 156 111 26 177 14 3000+ ], [sound:googletts-ff8bb137-b6897ee6-d756e6b4-3e72924e-e84bb1bc.mp3],CardType::Sentence
gI}1=~%s&K,"Er hun ung? ""Ja, det er hun.""","Is she young? ""Yes, she is.""",[ 1 39 427 3000+ 12 1 3000+ ], [sound:googletts-6c3aee70-da4ca26e-163ca11a-1800a4d1-5b7db152.mp3],CardType::Sentence
NM1230W[>O,Tom hørte en kat mjave i træet.,Tom heard a cat meowing in the tree.,[ 80 252 2 117 3000+ 4 3000+ ], [sound:googletts-3288b8f8-9248f285-d71df21e-d1ea4409-8bc74cc3.mp3],CardType::Sentence
gSqK94>`7>,Han ved hvordan man fælder et træ.,He knows how to fell a tree.,[ 23 26 278 107 3000+ 15 3000+ ], [sound:googletts-71ec8bed-8c4adc75-5b2d59f6-1bb59e02-2a803e75.mp3],CardType::Sentence
Ox!;>LuG[G,Hvor gav du dem bind for øjnene?,Where did you blindfold them?,[ 93 137 7 171 3000+ 10 3000+ ], [sound:googletts-82818711-49e55655-b4055ff9-fa55e4d6-d62e8d49.mp3],CardType::Sentence
r/~om7|dal,Premierministeren vil holde en pressekonference i morgen.,The Prime Minister will hold a press conference tomorrow.,[ 3000+ 20 202 2 3000+ 4 169 ], [sound:googletts-a9f8430d-2205b4c0-fe750b3e-65ef5615-5c04c6a9.mp3],CardType::Sentence
"wXC(BAKi,u","Jeg holder af kvinderne, holder af vinen.","I like women, I like wine.",[ 11 178 14 3000+ 178 14 3000+ ], [sound:googletts-d94b3b49-e907360a-c71077e6-0af5fd05-cf1479a2.mp3],CardType::Sentence
NDZ18O:U|G,Jeg kan skrive 50 ord i minuttet.,I can type 50 words a minute.,[ 11 13 136 3000+ 205 4 3000+ ], [sound:googletts-808a7412-50bd2c60-bad1759d-d7d6ce7c-c223223b.mp3],CardType::Sentence
"MwD4,[dG6$","Som en gør-det-selv-mand, lavede han et hundehus.","As a do-it-yourselfer, he made a doghouse.",[ 27 2 3000+ 281 23 15 3000+ ], [sound:googletts-57e439a5-c2f1b340-bb32cc09-d5c9dfca-ad7d0a7e.mp3],CardType::Sentence
NA4UX-1W!;,Jeg arbejder her. Jeg er ingen gæst.,I work here. I’m no guest.,[ 11 238 3000+ 11 1 83 3000+ ], [sound:googletts-c2098a06-10406796-4568188b-609816ac-8a24409a.mp3],CardType::Sentence
e9*TMN14|K,Jeg har ikke set hende siden dengang.,I haven't seen her since then.,[ 11 6 5 3000+ 91 177 3000+ ], [sound:googletts-1964739c-704fa985-a66de70a-9a9697fd-c4e3843a.mp3],CardType::Sentence
v>uYxnTkaO,"Hvem er det? ""Det er din mor.""","Who is it? ""It's your mother.""",[ 218 1 12 3000+ 1 30 3000+ ], [sound:googletts-0b2039ef-d2c25cfe-346d8dba-a9652add-9b1f4c86.mp3],CardType::Sentence
EaOk2y=^4X,Nu gemmer han sig som en mus.,"Now, he's hiding like a mouse.",[ 160 3000+ 23 48 27 2 3000+ ], [sound:googletts-b1fc9c24-aca093d3-ba4656a2-dd9164da-4c81e903.mp3],CardType::Sentence
kZgje*R)S2,Hvad vil du lave senere i aften?,What are you gonna do later tonight?,[ 38 20 7 182 3000+ 4 3000+ ], [sound:googletts-c3674df2-478f15b3-f72e801e-05f9864b-fd9b44a8.mp3],CardType::Sentence
p3v>D[kIDy,Vaskemaskine er et must i et hus.,A washing machine is a must for a house.,[ 3000+ 1 15 3000+ 4 15 214 ], [sound:googletts-6d595226-74ff2c04-e557552e-bf92b9da-dd5d2f61.mp3],CardType::Sentence
gDj08IDF/^,Jeg har ikke set ham siden dengang.,I haven't seen him since then.,[ 11 6 5 3000+ 47 177 3000+ ], [sound:googletts-15c0bd45-ad737a92-baf99016-9bf33957-d64c3343.mp3],CardType::Sentence
E1Qrj;XR@E,Vi må forberede os på det værste.,We need to prepare for the worst.,[ 46 102 3000+ 73 9 12 3000+ ], [sound:googletts-0146c3f5-b77cd5ce-64b7743c-67c797fd-ea32fb8e.mp3],CardType::Sentence
c>T3YTf4N@,"Hvor bor du? ""Jeg bor i Tokyo.""","Where do you live? ""I live in Tokyo.""",[ 93 67 7 3000+ 67 4 3000+ ], [sound:googletts-0673e84c-b9de0ae0-25dc6e58-895fccf5-f4d05776.mp3],CardType::Sentence
x9UA^d5f@G,Hun sagde 'Jeg elsker dig' til mig.,She said 'I love you' to me.,[ 39 104 3000+ 57 3000+ 8 19 ], [sound:googletts-33422013-ee2b3f17-50e47e61-50324882-b18ac540.mp3],CardType::Sentence
xTz]m`d[Yo,Jeg har altid godt kunnet lide bjergene.,I have always liked the mountains.,[ 11 6 94 78 3000+ 33 3000+ ], [sound:googletts-4fa9b03d-bc6fe215-4bc5e783-658edc8e-b596c641.mp3],CardType::Sentence
Jboi6pMd]:,En dna-test viste at han var uskyldig.,A DNA test showed he was innocent.,[ 2 3000+ 167 3 23 18 3000+ ], [sound:googletts-e89d3fde-c3e61d9d-07c7225f-6bfd8771-39c7d422.mp3],CardType::Sentence
zH%Lw8T1LE,Denne gang undgår du ikke din straf.,"This time, you won't avoid your punishment.",[ 52 113 3000+ 7 5 30 3000+ ], [sound:googletts-2c7b9d8e-17c7702c-28154fd2-cac257f9-e368ac2c.mp3],CardType::Sentence
M@xcFH%Hsr,"Denne mand er kriminalbetjent, ikke en kriminel.","This man is a police officer in the crime squad, not a criminal.",[ 52 146 1 3000+ 5 2 3000+ ], [sound:googletts-98fd1b2c-91337177-44794461-ece2e96a-273cec97.mp3],CardType::Sentence
K9keHlWo_J,Jeg tror jeg er gravid! sagde kvinden.,I think I'm pregnant! said the woman.,[ 11 74 11 1 3000+ 104 3000+ ], [sound:googletts-66638ebc-460a45f4-780f268e-0802fa20-4a99cd1c.mp3],CardType::Sentence
rrp*>8@g($,Jeg har set ham en enkelt gang.,I have seen him once.,[ 11 6 3000+ 47 2 3000+ 113 ], [sound:googletts-a9a57abd-edee61bf-7def2df6-6f3a6602-510117a6.mp3],CardType::Sentence
DV3]etj0`C,Undskyld! Jeg gjorde det ikke med vilje.,I'm sorry. I didn't do it on purpose.,[ 3000+ 11 112 12 5 17 3000+ ], [sound:googletts-fbf42032-f38b08e2-70aa539d-514e3f02-2b2c8300.mp3],CardType::Sentence
m(OZ^P$N!:,En hr. Miller ønsker at se dig.,A Mr. Miller wants to see you.,[ 2 3000+ 3000+ 56 3 54 31 ], [sound:googletts-119ece12-1fa30822-201ef0e8-184f6bf8-fc28df66.mp3],CardType::Sentence
JK]zjnI;bK,Jeg tog to aspirintabletter for min hovedpine.,I took two aspirin for my headache.,[ 11 55 44 3000+ 10 25 3000+ ], [sound:googletts-7b512e40-a0ff507b-dfedd197-88bb72eb-9fe60073.mp3],CardType::Sentence
N^3`pJ_+le,Hvad er din favoritsang på dette album?,What is your favorite song on this album?,[ 38 1 30 3000+ 9 63 3000+ ], [sound:googletts-a00f2669-a695c181-0c136a56-8b74f8e3-ec8c42f8.mp3],CardType::Sentence
OwY=0j2cr-,Hvad er din yndlingssang på dette album?,What is your favorite song on this album?,[ 38 1 30 3000+ 9 63 3000+ ], [sound:googletts-2f4e2253-bd0cbf29-45367664-74ae87a4-c3f9b5e2.mp3],CardType::Sentence
naUsfLM%am,I dag er det den 11. oktober.,Today is October 11th.,[ 4 87 1 12 24 3000+ 3000+ ], [sound:googletts-33f3c28e-6948ae21-c24e7def-a822d12c-97829dd6.mp3],CardType::Sentence
G;lo9SP2kd,Han bor i et amt med alkoholforbud.,He lives in a dry county.,[ 23 67 4 15 3000+ 17 3000+ ], [sound:googletts-6353d54c-4f8f83a5-dc56d84a-9d1070b9-1c26d8af.mp3],CardType::Sentence
E@4/v#VPs),Tænd lyset. Jeg kan ikke se noget.,Switch on the light. I can't see anything.,[ 3000+ 3000+ 11 13 5 54 41 ], [sound:googletts-0462c94a-4ecd1093-a660d792-06588c57-5d2f96b3.mp3],CardType::Sentence
Mdm)G+UK|G,Der er mange floder på den ø.,There are many rivers on that island.,[ 28 1 51 3000+ 9 24 3000+ ], [sound:googletts-64e1e6e6-087f63a6-26d4143f-78f199f3-4fe655f0.mp3],CardType::Sentence
M{nw3mRmuH,Vis mig hvad du har i lommen.,Show me what you have in your pocket.,[ 3000+ 19 38 7 6 4 3000+ ], [sound:googletts-f0e04f5a-4287544f-a2362545-c2753ce3-fbd3773c.mp3],CardType::Sentence
O%%:!~bYX!,Jeg kan ikke. Det er for tungt.,I can't. It's too heavy.,[ 11 13 3000+ 12 1 10 3000+ ], [sound:googletts-6af30cdc-8aefe8f8-23415e4b-cbb7a9bd-fb43100d.mp3],CardType::Sentence
z-tX)T^+NF,Det er ikke blod. Det er tomatsovs.,It's not blood. It's tomato sauce.,[ 12 1 5 3000+ 12 1 3000+ ], [sound:googletts-dcba009f-7b925981-9e846b6b-b2818743-66427902.mp3],CardType::Sentence
OS0!;e&4aj,Det er ikke blod. Det er tomatsauce.,It's not blood. It's tomato sauce.,[ 12 1 5 3000+ 12 1 3000+ ], [sound:googletts-010082ce-c6acb43a-97e7ab1e-9e482040-ef6802ca.mp3],CardType::Sentence
O((6Iww7Gz,Giv ikke en fattig mand fisk; lær ham at fiske.,Don't give fish to a poor man; teach him how to fish.,[ 3000+ 5 2 716 146 3000+ 3000+ 47 3 2956 ], [sound:googletts-2704f531-bd1fbd8f-bf07fc24-c7e577f9-acbfe93b.mp3],CardType::Sentence
m:e*}:<$1d,Burj Khalifa er i øjeblikket den højeste skyskraber i verden.,Burj Khalifa is currently the tallest skyscraper in the world.,[ 3000+ 3000+ 1 4 1728 24 1022 3000+ 4 324 ], [sound:googletts-164447ba-1e483775-7247a6f2-09650d73-8d75ce2d.mp3],CardType::Sentence
i(wf2QIOjj,"Den gamle lov om ""øje for øje"" efterlader alle blinde.",The old law about 'an eye for an eye' leaves everybody blind.,[ 24 176 1069 22 3000+ 10 3000+ 3000+ 70 1645 ], [sound:googletts-cdf18a10-f62fee1d-2050f6f0-1462d0f5-4107289b.mp3],CardType::Sentence
dO}dd0aekJ,Markku satte sit liv på spil for at redde Liisa.,Markku put his life on the line to rescue Liisa.,[ 3000+ 738 108 304 9 3000+ 10 3 930 3000+ ], [sound:googletts-17b2a11a-61be3e20-82ff3255-03888939-5bfd075b.mp3],CardType::Sentence
pDEQIqI7R?,"Velkommen til Wikipedia, den fri encyklopædi, som alle kan redigere.","Welcome to Wikipedia, the free encyclopedia that anyone can edit.",[ 3000+ 8 3000+ 24 648 1145 27 70 13 3000+ ], [sound:googletts-4e42ef7a-28988e11-35d95943-5ca69ebb-6e94d8bb.mp3],CardType::Sentence
DBUQ{I)b:!,Din pande er temmelig varm. Jeg tror du har feber.,Your forehead is quite hot. I think you have a fever.,[ 30 3000+ 1 1695 3000+ 11 74 7 6 3000+ ], [sound:googletts-8a582401-b95f571f-fb761726-18bd9f2e-aadf7908.mp3],CardType::Sentence
Dr;vm{!)J=,Hvorfor rødmede tomaten? Fordi den så salaten klæde sig på.,Why did the tomato blush? Because it saw the salad dressing.,[ 333 834 3000+ 168 24 21 3000+ 3000+ 48 9 ], [sound:googletts-7168dd89-6b487a9e-ca738898-917310be-7a1e925e.mp3],CardType::Sentence
lM!~ctpZaT,"Han sagde til mig: ""Jeg læste denne bog i går"".","He said to me, 'I read this book yesterday'.",[ 23 104 8 3000+ 3000+ 482 52 140 4 3000+ ], [sound:googletts-ae12faad-10d68edf-eaf7bfd2-37260308-a6421391.mp3],CardType::Sentence
sd_)NAQ+V*,Det var et meget ubelejligt tidspunkt at bringe emnet op.,That was a very inconvenient time to bring up the subject.,[ 12 18 15 29 3000+ 665 3 3000+ 3000+ 68 ], [sound:googletts-d02b5960-193e6230-b4f905e5-98dfcd8f-459cb4c5.mp3],CardType::Sentence
o)%VfhAGqW,Giv mig fem minutter til at færdiggøre de sidste justeringer.,Give me five minutes to finish the last adjustments.,[ 3000+ 19 173 350 8 3 3000+ 37 128 3000+ ], [sound:googletts-fc2c9193-c06258f8-9f5ecf28-45b8dde7-a628e9e0.mp3],CardType::Sentence
"pC={9hhP,4","Fader! Tilgiv dem, thi de ved ikke, hvad de gør.","Father, forgive them; for they know not what they do.",[ 3000+ 3000+ 171 3000+ 37 26 5 38 37 138 ], [sound:googletts-e9539ad0-e6f4d718-660a7d38-2f788ca7-d9683c3a.mp3],CardType::Sentence
v>Fg->s:Jz,Jeg mistænker hans kone for at bedrage ham med postbuddet.,I suspect that his wife is cheating on him with the postman.,[ 11 3000+ 72 148 10 3 3000+ 47 17 3000+ ], [sound:googletts-77794785-95ee4be3-857dc9c0-ddf438e4-bdf8a983.mp3],CardType::Sentence
N?woTP)a0u,"Tom kan lide Mary. ""Fortæl mig noget jeg ikke ved.""","Tom likes Mary. ""Tell me something I don't know.""",[ 80 13 33 3000+ 3000+ 19 41 11 5 3000+ ], [sound:googletts-7430ab97-ee7c3343-e2032458-a2c636e1-b38bc53a.mp3],CardType::Sentence
"N)`6zy,;5@","Denne have er åben for publikum, og det er gratis.",This garden is open to the public and it's free.,[ 52 53 1 3000+ 10 3000+ 16 12 1 3000+ ], [sound:googletts-4ddd2105-1b87dda9-7c024436-d4585fb2-30c8a703.mp3],CardType::Sentence
IK_vYyls*A,Chris tilintetgjorde vampyrridderen!,Chris defeated the vampire knight!,[ 3000+ 2684 3000+ ], [sound:googletts-b1de6ce5-1a8d580f-39f98e40-16f5ac65-f185f044.mp3],CardType::Sentence
"x,Y44D%{s8",I 1956 fordømte Khrusjtjov Stalins forbrydelser.,In 1956 Khrushchev denounced Stalin's crimes.,[ 4 3000+ 2851 2852 2853 3000+ ], [sound:googletts-ca9e98f0-a0b388b9-f21a8f24-1bf26772-76d535bb.mp3],CardType::Sentence
tY.yd0v5zr,Elvis Presley lever!,Elvis Presley is alive!,[ 3000+ 2980 330 ], [sound:googletts-b7a1148c-54af084b-7d8b2d37-9a131262-5fe39b34.mp3],CardType::Sentence
j|TEn>V;A:,Vulkanudbruddet truede landsbyen.,The volcanic eruption threatened the village.,[ 3000+ 1269 1978 ], [sound:googletts-b0c6cbe6-fa5a413d-809c4958-1c821250-3100bed7.mp3],CardType::Sentence
sedG3a}B`n,Tom opgav håbet.,Tom gave up hope.,[ 80 2994 3000+ ], [sound:googletts-2d903d3e-b2e1fe1a-db7498c8-15697aca-67d9278b.mp3],CardType::Sentence
"n&r,~YA&=K",Marconi opfandt radioen.,Marconi invented the radio.,[ 3000+ 775 2206 ], [sound:googletts-9e47b140-c3db7a3e-215988f2-8514e8c6-ee1618ce.mp3],CardType::Sentence
s{iTF?o-{M,Politiet stormede baren.,The police charged into the bar.,[ 677 2232 3000+ ], [sound:googletts-f6907bbd-35078249-e33d6ac8-a7c6d92a-d6b01cb9.mp3],CardType::Sentence
nCE=JDxRWa,Svaret er nej.,The answer's no.,[ 2884 1 3000+ ], [sound:googletts-552aa25e-38c0cfdb-3e5906e8-a2f6ed76-05587745.mp3],CardType::Sentence
x?0Xly&]7@,Svaret er ja.,The answer's yes.,[ 2884 1 3000+ ], [sound:googletts-e3fd2eca-66751db3-2feb4150-7169cdce-b735953f.mp3],CardType::Sentence
mwx&U}%)(Q,Dat lyder alvorligt.,That sounds serious.,[ 3000+ 661 2219 ], [sound:googletts-0b1b67ab-6960f62a-8ddbbc0e-5dd63993-86356588.mp3],CardType::Sentence
J*e^W+S4:X,Manden kysser kvinden.,The man kisses the woman.,[ 1403 3000+ 3000+ ], [sound:googletts-b6009b1e-f3bd5e13-cf036787-9cb2ce10-4db84a0c.mp3],CardType::Sentence
z:*i/@A!y7,Spis jeres grøntsager!,Eat your vegetables.,[ 3000+ 235 2570 ], [sound:googletts-5157d2e2-540521bc-d7df2d52-9e62f3b8-3ef428ef.mp3],CardType::Sentence
BlZTDHsD&i,Nobuhiko Takada tabte til Hikson Grasy.,Nobuhiko Takada lost to Hikson Grasy.,[ 3000+ 2246 1046 8 2247 3000+ ], [sound:googletts-7477e8ee-01c324eb-08ad5bcd-11b12184-90f62303.mp3],CardType::Sentence
"d/GyS,2HH~",Historien var sand.,The story was true.,[ 3000+ 18 2701 ], [sound:googletts-3ddcca03-075a5e19-438de067-4c911eb4-1790a3a9.mp3],CardType::Sentence
D#c%rki#jE,Luft er usynlig.,Air is invisible.,[ 2703 1 3000+ ], [sound:googletts-0dfbad51-0caccdfa-7a36d898-1422ea7e-a924e550.mp3],CardType::Sentence
xF@n{(R1?w,Nancy smiler sjældent.,Nancy seldom smiles.,[ 3000+ 1597 1100 ], [sound:googletts-c11dec62-6fcb3055-a2ef9897-08a35b67-fb0a057a.mp3],CardType::Sentence
f]R8Wa[y#I,Jeg træner judo.,I'm practising judo.,[ 11 2669 3000+ ], [sound:googletts-16bf592c-0c9a9497-7bdf195a-592aa460-b020670a.mp3],CardType::Sentence
k3N@}bw&U#,Jeg udøver judo.,I'm practising judo.,[ 11 2668 3000+ ], [sound:googletts-9a8f4126-67dd306e-a498f948-942efad4-493100ea.mp3],CardType::Sentence
qzC9kg-8d+,Hun hævede stemmen.,She raised her voice.,[ 39 2576 3000+ ], [sound:googletts-3328ad64-4a1d9ebe-ef38f59c-b5ae4027-ea4908ae.mp3],CardType::Sentence
sg2E`j5BV1,Æblet smager sødt.,The apple tastes sweet.,[ 2081 533 3000+ ], [sound:googletts-5c9128d5-d5cc6b5f-6e769f26-b0cf08c4-87dc8737.mp3],CardType::Sentence
EUFHB$hbYv,Moren var udmattet.,The mother was exhausted.,[ 3000+ 18 2582 ], [sound:googletts-43bf777a-fa257d5b-551c0850-f4808dba-ae4f8fb7.mp3],CardType::Sentence
e*nYy>a<Em,Moderen var udmattet.,The mother was exhausted.,[ 3000+ 18 2582 ], [sound:googletts-ab2ac1f3-95ae363b-def33077-fe3f7250-3501eab7.mp3],CardType::Sentence
GN-tJP.lbo,Kvinden er sygeplejerske.,The woman is a nurse.,[ 3000+ 1 2577 ], [sound:googletts-481fcddc-f44921ba-166a88ec-e1af2270-5180400d.mp3],CardType::Sentence
GC@Y*MKfz1,Strandsandet var hvidt.,The sand on the beach was white.,[ 3000+ 18 2454 ], [sound:googletts-307d1892-34ff0eb1-598f711d-ee92a6cf-d33a9344.mp3],CardType::Sentence
b1q<Tk(6y),Papiret er hvidt.,The paper is white.,[ 3000+ 1 2454 ], [sound:googletts-eb3bc73b-33793c5d-347a8be1-667fffb6-407c9291.mp3],CardType::Sentence
eL80t}(]sC,Rør ikke blomsterne.,Don't touch the flowers.,[ 3000+ 5 2428 ], [sound:googletts-7cc1148e-babd9b75-1e468e7b-d88358ce-22c0d703.mp3],CardType::Sentence
A?&|[p#B4?,Damerne bar aftenkjoler.,The ladies were in evening dress.,[ 3000+ 1212 3000+ ], [sound:googletts-e0c54f79-74a91f85-b11ccd0e-3e127460-6b8fedcc.mp3],CardType::Sentence
"A!2m,%nn4(",Chokolade smager sødt.,Chocolate tastes sweet.,[ 1889 533 3000+ ], [sound:googletts-0cf278cf-b12fe815-854d070b-55cbfcb3-0a4af6ba.mp3],CardType::Sentence
i8:4+?S9Ce,Aoi blev danser.,Aoi became a dancer.,[ 3000+ 35 2363 ], [sound:googletts-f49e2db7-32c82e81-60f17961-b2fd7143-db96f6ab.mp3],CardType::Sentence
CT.}|)~/?K,Følg hans eksempel.,Follow his example.,[ 3000+ 72 2299 ], [sound:googletts-26011e19-ab58f0aa-468865cf-9bd34a97-a68046ee.mp3],CardType::Sentence
L%@GirHt0y,Regeringens beslutning havde katastrofale økonomiske konsekvenser.,The government's decision had disastrous economic consequences.,[ 3000+ 1005 60 1830 1831 3000+ ], [sound:googletts-756d4630-e895ec8c-d8e81f01-a746f803-1ba26288.mp3],CardType::Sentence
j$INNQ(;D#,Læg ikke pungen oven på varmeapparatet.,Don't put the wallet on the top of the heater.,[ 3000+ 5 2258 2259 9 3000+ ], [sound:googletts-0b8c708d-da1589e6-fdc71db4-17f77a52-94a24de6.mp3],CardType::Sentence
F1t(`0.}.x,Fisken lugter dårligt.,The fish smells bad.,[ 3000+ 1364 867 ], [sound:googletts-3bb72734-0f96918a-b1d9a468-58cb3dbc-64d1d49b.mp3],CardType::Sentence
"b=)dJ(,m@%",Tænd for radioen.,Turn on the radio.,[ 3000+ 10 2206 ], [sound:googletts-11122afd-0f810443-a8fd044b-7c279204-f088958c.mp3],CardType::Sentence
Mg@DPy=dGF,Fortæl løs. Jeg er lutter øren.,Tell me. I'm all ears.,[ 2254 3000+ 11 1 2129 3000+ ], [sound:googletts-dba410bc-4966410f-42034170-d860669c-f124c5ce.mp3],CardType::Sentence
L{<o{Rj3a0,De diskuterer problemet.,They are discussing the problem.,[ 37 2084 3000+ ], [sound:googletts-3b3bd119-54301464-59c15928-5a0ebc92-eba6b869.mp3],CardType::Sentence
"y!F(G,&8px",Udlad unødvendige ord!,Omit needless words!,[ 3000+ 1897 205 ], [sound:googletts-302b42bb-e95c7f31-e13071c4-306b177c-fa5132e3.mp3],CardType::Sentence
L/<I?<]t.;,Oversæt nogle ordsprog til esperanto om spisning og/eller fedme.,Translate a few proverbs into Esperanto about eating and/or obesity.,[ 3000+ 122 2795 8 561 22 2796 3000+ 3000+ ], [sound:googletts-e5013fb3-c1ef6f14-34b82a32-c42a3d1c-c028f296.mp3],CardType::Sentence
Gg:cd%&*ye,"Gode kunstnere kopierer, store kunstnere stjæler.","Good artists copy, great artists steal.",[ 420 1694 3000+ 310 1694 3000+ ], [sound:googletts-d2fbb42a-b95a2e42-3e61496b-053f9f9e-5d1fb2ed.mp3],CardType::Sentence
FuI%+b)}YA,Gulerødder og majroer er spiselige rødder.,Carrots and turnips are edible roots.,[ 3000+ 16 2037 1 2038 3000+ ], [sound:googletts-e88cddec-ca37fc66-d7f738c0-aa6fd67c-a5f45355.mp3],CardType::Sentence
Lo7!woQ<xe,Sneen dækkede bussen.,Snow covered the bus.,[ 3000+ 1079 964 ], [sound:googletts-bf057dcf-6aec6426-9422340c-3cb8a179-7249e58c.mp3],CardType::Sentence
c)PMDtHR~8,Sommeren er ovre.,The summer is over.,[ 2039 1 3000+ ], [sound:googletts-627f1cf6-4d832ff2-5e39526e-84355049-9c3e258e.mp3],CardType::Sentence
y<+3Fc~24t,Sommeren er omme.,The summer is over.,[ 2039 1 3000+ ], [sound:googletts-461e5fdb-265e4f2a-5af7c4e6-37a46222-68d97ca4.mp3],CardType::Sentence
B:ww0mp12F,Lyt til følgende replikskifte mellem kollegaer!,Listen to the following exchange between colleagues!,[ 3000+ 8 1037 2692 263 3000+ ], [sound:googletts-46d9f9af-3771d160-b7b17bcf-4f0051c6-689cd6b8.mp3],CardType::Sentence
J5P71q^b3k,Min mave rumler.,My stomach rumbles.,[ 25 1972 3000+ ], [sound:googletts-51857952-6b203fee-66158b2f-139cfbcd-a5b7a006.mp3],CardType::Sentence
L!ybWo$$9V,Hvorledes føles papiret?,How does the paper feel?,[ 3000+ 996 3000+ ], [sound:googletts-1986a3cf-b0202c11-58f4e976-be5ac11b-e58e90f8.mp3],CardType::Sentence
I?NK|^1y/Z,Vær ikke uforskammet.,Don't be rude.,[ 1979 5 3000+ ], [sound:googletts-45fe9481-82fcdf6d-d957e3c0-33757aca-2d8ac86b.mp3],CardType::Sentence
"z2%RS%j,xu",Håb og tålmodighed fører til magt.,Hope and patience lead to power.,[ 3000+ 16 2804 1131 8 3000+ ], [sound:googletts-f6fc84c6-26b08d45-b9f697ef-cf84adc6-d5b4ad5c.mp3],CardType::Sentence
Djh]*zqSmO,Tryllekunstneren spurgte efter frivillige blandt publikum.,The magician asked for a volunteer from the audience.,[ 3000+ 467 105 2762 599 3000+ ], [sound:googletts-f6109d49-63385c06-45317101-105493ea-d01e8462.mp3],CardType::Sentence
